,DriverNumber,Driver,DriverId,TeamName,ClassifiedPosition,QualifyingPosition,RaceTime_seconds,FP1_avg,FP1_best,fp1_air_temp,fp1_humidity,fp1_pressure,fp1_track_temp,fp1_wind_speed,fp1_session_wet,fp1_rainfall_readings,FP2_avg,FP2_best,fp2_air_temp,fp2_humidity,fp2_pressure,fp2_track_temp,fp2_wind_speed,fp2_session_wet,fp2_rainfall_readings,FP3_avg,FP3_best,fp3_air_temp,fp3_humidity,fp3_pressure,fp3_track_temp,fp3_wind_speed,fp3_session_wet,fp3_rainfall_readings,Year,race_Imola,race_Miami,race_Suzuka,race_Zandvoort
18,18,STR,stroll,Aston Martin,15,8.0,32.993,96.9451875,77.032,19.302631578947366,32.421052631578945,1007.9578947368419,39.53157894736842,3.206578947368421,False,0,101.48194117647058,76.341,19.67654320987654,31.555555555555557,1007.20987654321,34.91234567901235,2.328395061728395,False,0.0,100.2363125,75.975,21.992307692307694,30.58974358974359,1009.0705128205125,42.15897435897436,1.6538461538461537,False,0.0,2025,True,False,False,False
43,43,COL,colapinto,Alpine,16,16.0,33.411,104.79385714285715,77.373,19.302631578947366,32.421052631578945,1007.9578947368419,39.53157894736842,3.206578947368421,False,0,91.04457142857143,76.044,19.67654320987654,31.555555555555557,1007.20987654321,34.91234567901235,2.328395061728395,False,0.0,92.64842857142857,76.21,21.992307692307694,30.58974358974359,1009.0705128205125,42.15897435897436,1.6538461538461537,False,0.0,2025,True,False,False,False
87,87,BEA,bearman,Haas F1 Team,17,19.0,33.808,93.84776923076923,77.446,19.302631578947366,32.421052631578945,1007.9578947368419,39.53157894736842,3.206578947368421,False,0,91.07478947368422,76.009,19.67654320987654,31.555555555555557,1007.20987654321,34.91234567901235,2.328395061728395,False,0.0,97.63662500000001,75.944,21.992307692307694,30.58974358974359,1009.0705128205125,42.15897435897436,1.6538461538461537,False,0.0,2025,True,False,False,False
5,5,BOR,bortoleto,Kick Sauber,18,14.0,38.572,98.76655555555556,76.925,19.302631578947366,32.421052631578945,1007.9578947368419,39.53157894736842,3.206578947368421,False,0,97.23319047619047,76.339,19.67654320987654,31.555555555555557,1007.20987654321,34.91234567901235,2.328395061728395,False,0.0,100.4069090909091,76.046,21.992307692307694,30.58974358974359,1009.0705128205125,42.15897435897436,1.6538461538461537,False,0.0,2025,True,False,False,False
12,12,ANT,antonelli,Mercedes,R,13.0,,94.89229411764707,77.094,19.302631578947366,32.421052631578945,1007.9578947368419,39.53157894736842,3.206578947368421,False,0,93.45684210526316,76.406,19.67654320987654,31.555555555555557,1007.20987654321,34.91234567901235,2.328395061728395,False,0.0,95.611,75.399,21.992307692307694,30.58974358974359,1009.0705128205125,42.15897435897436,1.6538461538461537,False,0.0,2025,True,False,False,False
31,31,OCO,ocon,Haas F1 Team,R,18.0,,97.32813333333334,77.662,19.302631578947366,32.421052631578945,1007.9578947368419,39.53157894736842,3.206578947368421,False,0,92.89273333333334,76.42,19.67654320987654,31.555555555555557,1007.20987654321,34.91234567901235,2.328395061728395,False,0.0,96.53322222222222,76.387,21.992307692307694,30.58974358974359,1009.0705128205125,42.15897435897436,1.6538461538461537,False,0.0,2025,True,False,False,False
81,81,PIA,piastri,McLaren,1,4.0,5331.587,102.48635294117648,87.128,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
4,4,NOR,norris,McLaren,2,2.0,4.63,104.1955625,88.391,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
63,63,RUS,russell,Mercedes,3,5.0,37.644,94.67675,88.058,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
1,1,VER,max_verstappen,Red Bull Racing,4,1.0,39.956,96.49664285714286,87.558,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
23,23,ALB,albon,Williams,5,7.0,48.067,102.53205882352941,87.955,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
12,12,ANT,antonelli,Mercedes,6,3.0,55.502,100.90671428571429,88.227,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
16,16,LEC,leclerc,Ferrari,7,8.0,57.036,101.1200625,87.484,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
44,44,HAM,hamilton,Ferrari,8,12.0,60.186,93.59236363636364,88.556,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
55,55,SAI,sainz,Williams,9,6.0,60.577,98.3099375,87.678,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
22,22,TSU,tsunoda,Red Bull Racing,10,10.0,74.434,95.98541666666667,89.186,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
6,6,HAD,hadjar,Racing Bulls,11,11.0,74.602,107.32794736842105,88.67,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
31,31,OCO,ocon,Haas F1 Team,12,9.0,82.006,99.69658333333332,89.179,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
10,10,GAS,gasly,Alpine,13,20.0,90.445,104.71588235294118,89.084,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
27,27,HUL,hulkenberg,Kick Sauber,14,16.0,1.155,108.03000000000002,88.573,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
14,14,ALO,alonso,Aston Martin,15,17.0,20.979,109.15827777777777,88.243,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
18,18,STR,stroll,Aston Martin,16,18.0,25.162,105.80178571428571,89.362,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
30,30,LAW,lawson,Racing Bulls,R,15.0,,102.07706666666667,89.35,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
5,5,BOR,bortoleto,Kick Sauber,R,13.0,,102.40526666666666,88.771,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
87,87,BEA,bearman,Haas F1 Team,R,19.0,,94.55185714285713,88.996,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
7,7,DOO,doohan,Alpine,R,14.0,,103.01117647058824,89.357,27.873076923076926,50.217948717948715,1017.6666666666669,41.64358974358975,1.8525641025641026,False,0,,,,,,,,,,,,,,,,,,,2025,False,True,False,False
4,4,NOR,norris,McLaren,1,1.0,5445.519,94.67361538461539,72.322,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,85.5493870967742,70.961,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,81.387,81.387,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
1,1,VER,max_verstappen,Red Bull Racing,2,2.0,22.896,97.9178,72.523,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,84.78126666666667,70.986,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,84.36,84.36,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
16,16,LEC,leclerc,Ferrari,3,6.0,25.439,97.472,74.306,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,87.54111111111112,71.443,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,84.158,84.158,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
81,81,PIA,piastri,McLaren,4,3.0,27.337,85.2991,73.23,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,84.31072413793103,70.763,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,92.3364,84.176,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
55,55,SAI,sainz,Ferrari,5,10.0,32.137,97.269,73.074,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,100.43016666666666,73.108,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,107.649,82.589,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
11,11,PER,perez,Red Bull Racing,6,5.0,39.542,90.35900000000001,74.279,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,90.30904000000001,71.581,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,,,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
63,63,RUS,russell,Mercedes,7,4.0,44.617,94.14564285714286,73.142,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,91.44536,70.702,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,89.35466666666667,83.958,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
44,44,HAM,hamilton,Mercedes,8,14.0,49.599,91.69669999999999,73.006,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,90.1296,70.813,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,84.098,84.098,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
10,10,GAS,gasly,Alpine,9,9.0,8.604,103.31559999999999,82.036,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,85.98893333333334,71.644,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,80.311,80.311,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
14,14,ALO,alonso,Aston Martin,10,7.0,13.533,93.04490909090909,74.467,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,89.39080769230769,71.357,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,94.783,,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
27,27,HUL,hulkenberg,Haas F1 Team,11,12.0,19.214,100.18907142857142,73.563,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,94.64685714285714,73.296,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,82.354,82.354,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
3,3,RIC,ricciardo,RB,12,13.0,21.067,97.18354545454545,76.231,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,85.31642307692307,71.63,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,85.433,85.433,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
18,18,STR,stroll,Aston Martin,13,8.0,25.712,90.54033333333332,74.151,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,89.14271428571429,71.576,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,99.252,,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
23,23,ALB,albon,Williams,14,19.0,40.711,97.86181818181818,73.159,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,87.34186666666666,71.55,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,84.007,84.007,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
31,31,OCO,ocon,Alpine,15,15.0,46.878,88.1413,75.796,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,85.439,72.061,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,81.643,81.643,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
2,2,SAR,sargeant,Williams,16,18.0,64.539,101.0008888888889,75.605,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,86.34110344827586,71.818,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,84.2825,83.287,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
22,22,TSU,tsunoda,RB,17,11.0,65.146,96.911125,74.418,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,87.043,71.374,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,,,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
20,20,MAG,kevin_magnussen,Haas F1 Team,18,20.0,65.707,97.81411111111112,73.597,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,89.37344827586206,71.43,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,85.877,80.45,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
77,77,BOT,bottas,Kick Sauber,19,16.0,3.248,,,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,85.08037931034484,72.206,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,82.968,81.155,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
24,24,ZHO,zhou,Kick Sauber,20,17.0,36.019,98.5987,73.965,20.233333333333334,83.87654320987654,1003.335802469136,21.725925925925925,7.109876543209876,True,12,89.204,71.934,21.37721518987342,62.51898734177215,1006.8721518987339,31.169620253164563,5.472151898734178,False,0.0,83.24,83.24,19.350632911392406,94.20253164556962,1004.4113924050635,21.572151898734177,1.9759493670886072,True,17.0,2024,False,False,False,True
